DH_CARGA,SITUACAO,JORNADA,ESCOLARIDADE_ITEM,ESCOLARIDADE,DESCR_CARGO,GRUPO_CARGO,TIPO_CARGO,LOTACAO,LOTACAO_DESCR,REGIME_JUR,NUM_SERVIDORES
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar de Indústria e Conservação de Alimentos            ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Contador                                                    ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar de Nutrição e Dietética                            ,Classe B (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Edificações                                      ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,9,Superior Incompleto,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Farmacêutico Bioquímico                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,11
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Farmacêutico Bioquímico                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,6
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Instrumentador Cirúrgico                                    ,Classe D (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Substitutos e  Visitantes,2
2018-12-11 19:33:05.023159,Ativo,40h,4,1 Grau Incompleto até 4 Série Completa,Copeiro                                                     ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Copeiro                                                     ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Copeiro                                                     ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Copeiro                                                     ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Copeiro                                                     ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Costureiro                                                  ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Cozinheiro                                                  ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Cozinheiro                                                  ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Cozinheiro                                                  ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Revisor de Textos                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Roteirista                                                  ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,9,Superior Incompleto,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,6
2018-12-11 19:33:05.023159,Ativo Transitório,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Arquivo                                          ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Arquivo                                          ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Técnico em Artes Gráficas                                   ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Técnico em Artes Gráficas                                   ,Classe D (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Exercício Provisório,DE,13,Mestrado,"PROFESSOR ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO              ",Magistério do Ensino Básico Técnico e Tecnológico,Docente,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR MAGISTÉRIO SUPERIOR - VISITANTE                   ,Professor Ensino Superior,Docente,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Substitutos e  Visitantes,6
2018-12-11 19:33:05.023159,Ativo,DE,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Exercício Provisório,DE,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,12,Especialização,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo,DE,13,Mestrado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,10
2018-12-11 19:33:05.023159,Exercício Provisório,DE,13,Mestrado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,190
2018-12-11 19:33:05.023159,Ativo Transitório,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR MAGISTÉRIO SUPERIOR - VISITANTE                   ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,DE,13,Mestrado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,15
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,192
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Edificações                                      ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,9,Superior Incompleto,Técnico em Edificações                                      ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Eletromecânica                                   ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Mecânica                                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,9,Superior Incompleto,Técnico em Mecânica                                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Secretariado                                     ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CACHOEIRA,CAMPUS DA UFSM EM CACHOEIRA DO SUL,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CT,CENTRO DE TECNOLOGIA,Substitutos e  Visitantes,3
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CT,CENTRO DE TECNOLOGIA,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Químico                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Recepcionista                                               ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Recepcionista                                               ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,PROFESSOR 3 GRAU - Visitante                                ,Professor Ensino Superior,Docente,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,40h,9,Superior Incompleto,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,7
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CEFD,CENTRO DE EDUCAÇÃO FÍSICA E DESPORTOS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Audiovisual                                      ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Arquivista                                                  ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CE,CENTRO DE EDUCAÇÃO,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CEFD,CENTRO DE EDUCAÇÃO FÍSICA E DESPORTOS,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Enfermagem                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,6
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Farmácia                                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,183
2018-12-11 19:33:05.023159,Ativo Transitório,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Exercício Provisório,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CAL,CENTRO DE ARTES E LETRAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR MAGISTÉRIO SUPERIOR - VISITANTE                   ,Professor Ensino Superior,Docente,CAL,CENTRO DE ARTES E LETRAS,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,DE,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,DE,13,Mestrado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,212
2018-12-11 19:33:05.023159,Ativo Transitório,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auditor                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,AUDITORIA,AUDITORIA INTERNA DA UFSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Auditor                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,AUDITORIA,AUDITORIA INTERNA DA UFSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,24h,12,Especialização,Auxiliar de Enfermagem                                      ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,24h,14,Doutorado,Físico                                                      ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,24h,8,2 Grau Completo ou Técnico,Técnico em Radiologia                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,24h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Radiologia                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Exercício Provisório,24h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Radiologia                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,24h,12,Especialização,Técnico em Radiologia                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,19
2018-12-11 19:33:05.023159,Ativo,24h,13,Mestrado,Técnico em Radiologia                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo Transitório,20h,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CAL,CENTRO DE ARTES E LETRAS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Eletroeletrônica                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CAL,CENTRO DE ARTES E LETRAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Arquivista                                                  ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Assistente de Laboratório                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Assistente de Laboratório                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente de Laboratório                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Assistente de Laboratório                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Arquivista                                                  ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CAL,CENTRO DE ARTES E LETRAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CAL,CENTRO DE ARTES E LETRAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,3
